cleaned_data,full_household_identifier,time_of_interview,final_survey_outcome_code,final_survey_outcome,type_of_housing_unit_code,type_of_housing_unit,household_type_code,household_type,has_telephone_code,has_telephone,has_telephone_reachable_code,has_telephone_reachable,is_telephone_acceptable_code,is_telephone_acceptable,type_of_interview_code,type_of_interview,family_income_range_code,family_income_range,geo_div_code,geo_div,race_code,race
0057706100951031220170121600-101-1-101-101-1-1-10000000002020005-1000006012-10-1-1-1-1-10360010336600971103380000-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-10-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-100-100-1000-1-10000000-1-1-1000000-10000000-1-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100000000-100000000-100000000-100000000-1-1-1-1-1-100010100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-16220301-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100-100-100-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-1-1-1-1-1-1-1-100000000000000000000000000000000000000000000A,00577061009510306012,2017/12,216,NO ONE HOME,01,"HOUSE, APARTMENT, FLAT",00,NON-INTERVIEW HOUSEHOLD,-1,Unknown,-1,Unknown,01,YES,-1,Unknown,-1,Unknown,6,EAST SOUTH CENTRAL,-1,Unknown
0062900130311581220170120100-10101-10107-1-1-10018465126010201010101000801102002-1-1-1-10360010266200001103000000-1-101-161001020102-1023602-109-101-1010101020102057057057010000010604-1-102-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-102-1-1-1-100184651260000000000000000000000173128910016573017000000-1-1-100000100-100500000000001000000-1-1-100000001-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10101010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-1010101-1-1-10009201-1-1-1-1-1-1010101-1-1-1001738589800-100-100-100-1-1-1-1-1-1-100-1-1-1-1-150500101010202010102010100000000000000-1-1-1-1-102-1-100000000000000000000000000000000000000000000000000A,00629001303115808011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,07,"20,000 TO 24,999",6,EAST SOUTH CENTRAL,02,Black Only
0062900130311581220170120100-10101-10107-1-1-10018465126010201010101000801102002-1-1-1-10360010266200001103000000-1-103-160001010202-1024002-109-102-1010201020102057057057010000020604-1-102-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-102-1-1-1-100184651260000000000000000000000184651260018504883000000-1-1-100000100-100500000000001004200-1-1-100000001-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10101010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-1010101-1-1-10009202-1-102-1-1-1010141-1-1-1001852306300-100-100-100-1-1-1-1-1-1-100-1-1-1-1-150500101010202010102010100000000000000-1-1-1-1-102-1-100000000000000000000000000000000000000000000000000A,00629001303115808011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,07,"20,000 TO 24,999",6,EAST SOUTH CENTRAL,02,Black Only
0063901120131781220170220100-10102020013-1-1-1001844133501050104020002070110200101-1-1-10360010338600001103000000-1-101-149001020102-1024402-109-101-101010102010205705705701000002020202-101-10101-1-1-1-1-102-1040102-140-1-1040-1-1-1-1-1-1-1-1-1-10-1-1-1000020501-1-1-1-102-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10101-10201010104-1-1-10-1-1-10205-1-1-1-10102010604000000-1-1000000040303010204-1-106-147-120-10112-108-10501010100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-102-1-10200184413350022619689006168704300159207920015682529080200-1-1-100000000-100502300000001212300-1-1-1010000-100410001000101000101010101010101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-14101011131801-1-1-1-1-1-1010101-1-1-100158447088770715000-100-120-1-1-1-1-121-1-1-1-1-150500101010202020202020223232323232323-102-1-1-102-1-143000000000000000000000000000000000000000000000000A,00639011201317807011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),02,NO,02,NO,00,Unknown,02,TELEPHONE,13,"60,000 TO 74,999",6,EAST SOUTH CENTRAL,02,Black Only
0063901120131781220170220100-10102020013-1-1-1001844133501050104020002070110200101-1-1-10360010338600001103000000-1-103-155001010202-1023902-109-102-1010201020102057057057010000010101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-140-1-1040-1-1-1-102-102-140-1040-1-1000020505-102030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-11801010104-1-1-10-1-1-10102-1-1-1-10102010204000000-1-1000000040303010202-10208-151-101-10113-101-101-10101010206020200-100-100-100-10-1001288460-1-1000000-1000000-10-15201-1-1-1-1-1-1-1-1-1-10018441335002626400200735368460018441335001843967408020100-1-100000000-100502300000001212300-1-1-1010000-101010001000101000101010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1-10000010101-1-1000000010001-1-1-1-1-1-1113180201-1-1-1-1-1210101-1-1-100184264409480043000-100-121-1-1-1-1-121-1-1-1-1-150500101010202020202020223232323232323-1-1-1-1-102-1-143000000000000000000000000000000000000000000000000A,00639011201317807011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),02,NO,02,NO,00,Unknown,02,TELEPHONE,13,"60,000 TO 74,999",6,EAST SOUTH CENTRAL,02,Black Only
0063901120131781220170220100-10102020013-1-1-1001844133501050104020002070110200101-1-1-10360010338600001103000000-1-10401050-1-101-1-1-1-102-109-104-101030102-101057057057010000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-1-1-1-1-1002230201600000000000000000000002230201600000000000000-1-1-1-100000000-1001023000000-1000000-1-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-11131804-1-1-1-1-1-1000000-1-1-1000000000000-100-100-100-1-1-1-1-1-1-10101020101-100000000-1-1-1-1-1-1-1-1-1-1-1-1-1-123-1-1-1-1-1-1-1-1-1-1-100000000000000000000000000000000000000000000A,00639011201317807011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),02,NO,02,NO,00,Unknown,02,TELEPHONE,13,"60,000 TO 74,999",6,EAST SOUTH CENTRAL,02,Black Only
0063901120131781220170220100-10102020013-1-1-1001844133501050104020002070110200101-1-1-10360010338600001103000000-1-10401060-1-101-1-1-1-102-109-105-101030102-101057057057010000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-1-1-1-1-1002230201600000000000000000000002230201600000000000000-1-1-1-100000000-1001023000023-1000000-1-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-11131805-1-1-1-1-1-1000000-1-1-1000000000000-100-100-100-1-1-1-1-1-1-10101020101-100000000-1-1-1-1-1-1-1-1-1-1-1-1-1-123-1-1-1-1-1-1-1-1-1-1-100000000000000000000000000000000000000000000A,00639011201317807011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),02,NO,02,NO,00,Unknown,02,TELEPHONE,13,"60,000 TO 74,999",6,EAST SOUTH CENTRAL,02,Black Only
0063901120131781220170220100-10102020013-1-1-1001844133501050104020002070110200101-1-1-10360010338600001103000000-1-1040119006-10102-1023902-109-103-1010301020702057057057010000020101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-120-1-102003-1-1-102-102-120-1020-1-10000205040302030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-11401010201-111220-1-1-10107-1-1-1-10102010402000000-1-1000000040303010204-10106-122-116-10105-104-103010101010201-10100-100-108000800020000160000-1-1000000-1000000-10-1-10202-1-1-1-1-102-1-102001633609200232097310049352732001633609200138119250000010000-100000000-100102300010001212300-1-1-1010000-101010001000101000001010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1-10000000001-1-1010100010000-1-1-141010111318030207-1-1-1-1212101-1-1-100139014935275476000-100-107-1-1-1-1-12101020101-100000000010202020202020223232323232323-1-1-1-1-102-1-143000000000000000000000000000000000000000000000000A,00639011201317807011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),02,NO,02,NO,00,Unknown,02,TELEPHONE,13,"60,000 TO 74,999",6,EAST SOUTH CENTRAL,02,Black Only
006730115050166122017-122600-101-1-100-1-101-1-10000000003000004-1000207111-10-1-1-1-1-10360010138200001105000000-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-10-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-100-100-1000-1-10000000-1-1-1000000-10000000-1-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100000000-100000000-100000000-100000000-1-1-1-1-1-100010100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-11692601-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100-100-100-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-100000000000000000000000000000000000000000000A,00673011505016607111,2017/12,226,VACANT REGULAR,01,"HOUSE, APARTMENT, FLAT",00,NON-INTERVIEW HOUSEHOLD,-1,Unknown,-1,Unknown,00,Unknown,-1,Unknown,-1,Unknown,6,EAST SOUTH CENTRAL,-1,Unknown
0073502160491861220170120100-10101-10113-1-1-10020812399010201050102030611102002-1-1-1-10360010338600001103000000-1-101-150001020102-1024202-109-101-1010101020102057057057010000010101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-155-1-1055-1-1-1-1010602-148-1048-1-1000020505-102030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-12001010106-1-1-10-1-1-10102-1-1-1-1-1-1-10403000000-1-100000002-1-1010204-10106-121-101-10105-101-10101010100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-102-1-10200208123990000000000000000000000169785390016691729000001-1-1-100000100-100500000000001000000-1-1-1010000-101010001000101000101010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10001014094001-1-103-1-1-1010100-1-1-100168973994090002000-100-106-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-102-1-100000000000000000000000000000000000000000000000000A,00735021604918606111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,13,"60,000 TO 74,999",6,EAST SOUTH CENTRAL,02,Black Only
0073502160491861220170120100-10101-10113-1-1-10020812399010201050102030611102002-1-1-1-10360010338600001103000000-1-103-147001010202-1024402-109-102-1010201020102057057057010000020101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-140-1-1040-1-1-1-102-102-140-1040-1-1000020505-102030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-11801010104-1-1-10-1-1-10102-1-1-1-1-1-1-10204000000-1-100000002-1-1010202-10208-151-108-10113-102-101-1010100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-102-1-10200208123990000000000000000000000208123990020737190000001-1-1-100000100-100500000000001000000-1-1-1010000-101010001000101000101010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10001014094002-1-1-1-1-1-1010101-1-1-100207955899480255000-100-121-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-102-1-100000000000000000000000000000000000000000000000000A,00735021604918606111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,13,"60,000 TO 74,999",6,EAST SOUTH CENTRAL,02,Black Only
0073807170961901220170120100-10101-10111-1-1-1001427429901020107010102061110100102-1-1-10360010338600001103000000-1-101-164001020202-1024502-109-101-101010102010205705705701000001050302-101-1-1-101-102-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-102-1-1-1-100142742990020329343000000000000142742990014305033000000-1-1-100000100-100500000000001000000-1-1-100000000-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10101010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-1010101-1-1-14093801-1-1-1-1-1-1010101-1-1-1001431908700-100-100-100-1-1-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-10101-120200000000000000000000000000000000000000000000000A,00738071709619006111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,11,"40,000 TO 49,999",6,EAST SOUTH CENTRAL,02,Black Only
0073807170961901220170120100-10101-10111-1-1-1001427429901020107010102061110100102-1-1-10360010338600001103000000-1-103-165001010102-1024102-109-102-1010201020102057057057010000020101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-140-1-1040-1-1-1-102-102-140-1040-1-1000020505-102030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-11801010104-1-1-10-1-1-10102-1-1-1-10102010602000000-1-1000000040303010204-1-106-147-116-10112-104-10301010100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-1-1-1-1-100142742990019579427000000000000137809140013919465000001-1-1-100000100-100500000000001000000-1-1-1010000-101010001000101000101010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-14093802-1-104-1-1-1500100-1-1-100137150568770471000-100-120-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-102-1-120000000000000000000000000000000000000000000000000A,00738071709619006111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,11,"40,000 TO 49,999",6,EAST SOUTH CENTRAL,02,Black Only
007470410095117122017-122600-101-1-100-1-101-1-10000000003000001-1000008111-10-1-1-1-1-10360010138200001105000000-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-10-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-100-100-1000-1-10000000-1-1-1000000-10000000-1-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100000000-100000000-100000000-100000000-1-1-1-1-1-100010100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-14836301-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100-100-100-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-100000000000000000000000000000000000000000000A,00747041009511708111,2017/12,226,VACANT REGULAR,01,"HOUSE, APARTMENT, FLAT",00,NON-INTERVIEW HOUSEHOLD,-1,Unknown,-1,Unknown,00,Unknown,-1,Unknown,-1,Unknown,6,EAST SOUTH CENTRAL,-1,Unknown
0074806100521471220170220100-10101-10111-1-1-10015909500010201050105030601102002-1-1-1-10360010266200001103000000-1-101-170001020102-1024404-109-101-1010101020102210210210040005020702-1-102-102-1-1-1-1-1-10202-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-102-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-102-1-1-1-1-1-1-104-1-1-1-1-1-1-1-103-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1020602-1-1-1-1-100159095000000000000000000000000166005770017272852000000-1-1-100000100-100500000000001002300-1-1-100000001-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10001010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-1010000-1-1-14604601-1-1-1-1-1-1010101-1-1-1001690034100-100-100-100-1-1-1-1-1-1-100-1-1-1-1-15050010101020202020202020000000000000001-1-1-1-102-1-100000000000000000000000000000000000000000000000000A,00748061005214706011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,11,"40,000 TO 49,999",6,EAST SOUTH CENTRAL,04,Asian Only
0074806100521471220170220100-10101-10111-1-1-10015909500010201050105030601102002-1-1-1-10360010266200001103000000-1-103-164001010202-1024304-109-102-1010201020102210210210040007010402-1-102-102-1-1-1-1-1-10202-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-10109-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-104-10305203-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-10002-101-1-1-1-1052-1060311-1-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-1-1-1-1-100159095000000000000000000000000159095000015591829000000-1-1-100000100-100500000000001002300-1-1-1000000-1-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-100000001000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-1-1-1-1-1-1-14604602-1-1-1-1-1-1010101-1-1-1001557053300-100-100-100-1-1-1-1-1-1-100-1-1-1-1-15050010101020202020202020000000000000001-1-1-1-102-1-100000000000000000000000000000000000000000000000000A,00748061005214706011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,11,"40,000 TO 49,999",6,EAST SOUTH CENTRAL,04,Asian Only
